epoch,train_loss,train_eval,test_loss,test_eval
1,0.1440976944565773,0.5982992744445801,0.06578646063804626,0.42656099796295166
2,0.053246505409479145,0.37185374975204466,0.0504603211581707,0.36917256116867064
3,0.04868022531270981,0.3570413410663605,0.046403489112854,0.35691841125488283
4,0.044884706139564516,0.3454654574394226,0.04583206057548523,0.3565847444534302
5,0.04307795837521553,0.3389523482322693,0.046689508855342864,0.35796338200569155
6,0.042377906292676924,0.33586744546890257,0.04672273546457291,0.35821733117103577
7,0.041398090124130246,0.3316149044036865,0.04735413491725922,0.36047818899154666
8,0.04072060316801071,0.32845691084861756,0.047964932024478914,0.36177888631820676
9,0.03926607072353363,0.32265483975410464,0.048756685703992844,0.3640143167972565
10,0.03798185676336288,0.31677947282791136,0.050118955075740816,0.3678805899620056
